PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B
CHEBI:4653	chemical-affects	ADA
CHEBI:4653	chemical-affects	ORM1
CHEBI:4653	chemical-affects	PDE10A
CHEBI:4653	chemical-affects	PDE4A
CHEBI:4653	chemical-affects	PDE5A
CHEBI:4653	chemical-affects	RCAN1
CHEBI:46548	chemical-affects	PDE4D
CHEBI:46552	chemical-affects	MAPK14
CHEBI:46557	chemical-affects	FDPS
CHEBI:46557	chemical-affects	GGPS1
CHEBI:46565	chemical-affects	CA2
CHEBI:4657	chemical-affects	CHRM1
CHEBI:4657	chemical-affects	CHRM2
CHEBI:4657	chemical-affects	CHRM3
CHEBI:4657	chemical-affects	KCND2
CHEBI:4657	chemical-affects	KCND3
CHEBI:4657	chemical-affects	KCNH2
CHEBI:4657	chemical-affects	ORM2
CHEBI:4657	chemical-affects	SCN5A
CHEBI:4659	chemical-affects	ALDH2
CHEBI:4659	chemical-affects	DBH
CHEBI:46631	chemical-affects	ADRA1A
CHEBI:46631	chemical-affects	ADRA1B
CHEBI:46631	chemical-affects	ADRA1D
CHEBI:46631	chemical-affects	ADRA2A
CHEBI:46631	chemical-affects	ADRA2B
CHEBI:46631	chemical-affects	ADRA2C
CHEBI:46659	chemical-affects	CHRM1
CHEBI:46659	chemical-affects	CHRM2
CHEBI:46659	chemical-affects	CHRM3
CHEBI:4670	chemical-affects	ADRA1A
CHEBI:4670	chemical-affects	ADRA1B
CHEBI:4670	chemical-affects	ADRA1D
CHEBI:4670	chemical-affects	ADRB1
CHEBI:4670	chemical-affects	ADRB2
CHEBI:4670	chemical-affects	ESR1
CHEBI:4672	chemical-affects	BCL2
CHEBI:4672	chemical-affects	MAP2
CHEBI:4672	chemical-affects	MAP4
CHEBI:4672	chemical-affects	MAPT
CHEBI:4672	chemical-affects	NR1I2
CHEBI:4672	chemical-affects	TUBB1
CHEBI:46746	chemical-affects	MAPK14
CHEBI:46763	chemical-affects	PGLYRP3
CHEBI:46784	chemical-affects	HSP90B1
CHEBI:46788	chemical-affects	ADH1C
CHEBI:4681	chemical-affects	KCNH2
CHEBI:4681	chemical-affects	KCNJ12
CHEBI:4681	chemical-affects	KCNK2
CHEBI:4682	chemical-affects	HTR3A
CHEBI:46936	chemical-affects	TRPV1
CHEBI:4702	chemical-affects	CA1
CHEBI:4702	chemical-affects	CA2
CHEBI:4702	chemical-affects	CA3
CHEBI:4702	chemical-affects	CA4
CHEBI:47032	chemical-affects	EPN1
CHEBI:47032	chemical-affects	TGFB3
CHEBI:47032	chemical-affects	TNFSF13B
CHEBI:4707	chemical-affects	CHRM2
CHEBI:4707	chemical-affects	CHRNA2
CHEBI:47083	chemical-affects	MAPK14
CHEBI:4708	chemical-affects	ADRA1A
CHEBI:4708	chemical-affects	ADRA1B
CHEBI:4708	chemical-affects	ADRA1D
CHEBI:4708	chemical-affects	KCNH2
CHEBI:4708	chemical-affects	KCNH6
CHEBI:4708	chemical-affects	KCNH7
CHEBI:47097	chemical-affects	FNTA
CHEBI:47097	chemical-affects	IGFBP3
CHEBI:47101	chemical-affects	MAPK14
CHEBI:4710	chemical-affects	ADRA1A
CHEBI:4710	chemical-affects	ADRA1B
CHEBI:4710	chemical-affects	ADRA1D
CHEBI:4710	chemical-affects	CHRM1
CHEBI:4710	chemical-affects	CHRM2
CHEBI:4710	chemical-affects	CHRM3
CHEBI:4710	chemical-affects	CHRM4
CHEBI:4710	chemical-affects	CHRM5
CHEBI:4710	chemical-affects	HRH1
CHEBI:4710	chemical-affects	HRH2
CHEBI:4710	chemical-affects	HRH4
CHEBI:4710	chemical-affects	HTR1A
CHEBI:4710	chemical-affects	HTR2A
CHEBI:4710	chemical-affects	HTR2B
CHEBI:4710	chemical-affects	HTR2C
CHEBI:4710	chemical-affects	HTR6
CHEBI:4710	chemical-affects	KCNH2
CHEBI:4710	chemical-affects	SLC6A2
CHEBI:4710	chemical-affects	SLC6A4
CHEBI:47129	chemical-affects	DPP4
CHEBI:4712	chemical-affects	VDR
CHEBI:47144	chemical-affects	AKR1B1
CHEBI:47163	chemical-affects	FNTA
CHEBI:47163	chemical-affects	FNTB
CHEBI:47169	chemical-affects	PRKACA
CHEBI:4717	chemical-affects	ADRA1A
CHEBI:4717	chemical-affects	DRD2
CHEBI:47188	chemical-affects	MAPK10
CHEBI:47193	chemical-affects	CHEK1
CHEBI:47196	chemical-affects	FGFR2
CHEBI:47249	chemical-affects	MAPK14
CHEBI:4724	chemical-affects	SCN10A
CHEBI:47273	chemical-affects	HSP90AA1
CHEBI:472805	chemical-affects	ATP1A1
CHEBI:472805	chemical-affects	ATP1A2
CHEBI:472805	chemical-affects	ATP1A3
CHEBI:4728	chemical-affects	ADORA1
CHEBI:4728	chemical-affects	ADORA2A
CHEBI:4728	chemical-affects	PDE4A
CHEBI:4728	chemical-affects	PDE4B
CHEBI:4728	chemical-affects	PDE4C
CHEBI:4728	chemical-affects	PDE4D
CHEBI:4728	chemical-affects	PDE7A
CHEBI:4728	chemical-affects	PDE7B
CHEBI:47320	chemical-affects	CDK2
CHEBI:47322	chemical-affects	CSNK1G2
CHEBI:47344	chemical-affects	CDK1
CHEBI:47344	chemical-affects	CDK2
CHEBI:47344	chemical-affects	CDK4
CHEBI:47344	chemical-affects	CDK5
CHEBI:47344	chemical-affects	CDK6
CHEBI:47344	chemical-affects	CDK7
CHEBI:47344	chemical-affects	CDK8
CHEBI:47344	chemical-affects	CDK9
CHEBI:47344	chemical-affects	EGFR
CHEBI:47344	chemical-affects	PYGB
CHEBI:47344	chemical-affects	PYGL
CHEBI:47344	chemical-affects	PYGM
CHEBI:47379	chemical-affects	PTPN1
CHEBI:47381	chemical-affects	ALOX5
CHEBI:47381	chemical-affects	ASIC1
CHEBI:47381	chemical-affects	KCNQ2
CHEBI:47381	chemical-affects	KCNQ3
CHEBI:47381	chemical-affects	PLA2G2A
CHEBI:47381	chemical-affects	PTGS1
CHEBI:47381	chemical-affects	PTGS2
CHEBI:47381	chemical-affects	SCN4A
CHEBI:474053	chemical-affects	IL15
CHEBI:474053	chemical-affects	IL2
CHEBI:474053	chemical-affects	PON1
CHEBI:47417	chemical-affects	IL2
CHEBI:47426	chemical-affects	CA2
CHEBI:47426	chemical-affects	SLC12A1
CHEBI:47454	chemical-affects	ACACB
CHEBI:47462	chemical-affects	METAP1
CHEBI:47492	chemical-affects	NOS1
CHEBI:47492	chemical-affects	NOS2
CHEBI:47492	chemical-affects	NOS3
CHEBI:47495	chemical-affects	HASPIN
CHEBI:47495	chemical-affects	PKIA
CHEBI:47495	chemical-affects	PRKACA
CHEBI:47499	chemical-affects	ADRA1A
CHEBI:47499	chemical-affects	ADRA1B
CHEBI:47499	chemical-affects	ADRA1D
CHEBI:47499	chemical-affects	CHRM1
CHEBI:47499	chemical-affects	CHRM2
CHEBI:47499	chemical-affects	CHRM3
CHEBI:47499	chemical-affects	CHRM4
CHEBI:47499	chemical-affects	CHRM5
CHEBI:47499	chemical-affects	DRD1
CHEBI:47499	chemical-affects	DRD2
CHEBI:47499	chemical-affects	DRD5
CHEBI:47499	chemical-affects	HRH1
CHEBI:47499	chemical-affects	HTR1A
CHEBI:47499	chemical-affects	HTR2A
CHEBI:47499	chemical-affects	HTR2C
CHEBI:47499	chemical-affects	HTR6
CHEBI:47499	chemical-affects	HTR7
CHEBI:47499	chemical-affects	KCND2
CHEBI:47499	chemical-affects	KCND3
CHEBI:47499	chemical-affects	KCNH1
CHEBI:47499	chemical-affects	KCNH2
CHEBI:47499	chemical-affects	ORM2
CHEBI:47499	chemical-affects	SLC6A2
CHEBI:47499	chemical-affects	SLC6A3
CHEBI:47499	chemical-affects	SLC6A4
CHEBI:47518	chemical-affects	CYP11B1
CHEBI:47518	chemical-affects	CYP51A1
CHEBI:47522	chemical-affects	F2
CHEBI:4753	chemical-affects	BCHE
CHEBI:47564	chemical-affects	NR3C1
CHEBI:47564	chemical-affects	PGR
CHEBI:47566	chemical-affects	XDH
CHEBI:47600	chemical-affects	CSNK1G3
CHEBI:47600	chemical-affects	RPS6KA1
CHEBI:47600	chemical-affects	SRC
CHEBI:47612	chemical-affects	NR1I2
CHEBI:47612	chemical-affects	PPARA
CHEBI:47612	chemical-affects	PPARD
CHEBI:47612	chemical-affects	PPARG
CHEBI:47612	chemical-affects	RXRA
CHEBI:47612	chemical-affects	RXRB
CHEBI:47612	chemical-affects	RXRG
CHEBI:47619	chemical-affects	PDE4A
CHEBI:47619	chemical-affects	PDE4B
CHEBI:47619	chemical-affects	PDE4C
CHEBI:47619	chemical-affects	PDE4D
CHEBI:47628	chemical-affects	HSP90AA1
CHEBI:47657	chemical-affects	PDE4A
CHEBI:47657	chemical-affects	PDE4B
CHEBI:47657	chemical-affects	PDE4C
CHEBI:47657	chemical-affects	PDE4D
CHEBI:47738	chemical-affects	CALM1
CHEBI:47738	chemical-affects	TNNC1
CHEBI:47738	chemical-affects	TNNI3
CHEBI:4775	chemical-affects	CA12
CHEBI:4775	chemical-affects	CA14
CHEBI:4775	chemical-affects	CA1
CHEBI:4775	chemical-affects	CA2
CHEBI:4775	chemical-affects	CA3
CHEBI:4775	chemical-affects	CA4
CHEBI:4775	chemical-affects	CA5A
CHEBI:4775	chemical-affects	CA5B
CHEBI:4775	chemical-affects	CA6
CHEBI:4775	chemical-affects	CA7
CHEBI:4775	chemical-affects	CA9
CHEBI:4775	chemical-affects	CSNK2A1
CHEBI:4775	chemical-affects	PRKACA
CHEBI:4775	chemical-affects	PRKCA
CHEBI:4775	chemical-affects	PRKCB
CHEBI:4775	chemical-affects	SQLE
CHEBI:4775	chemical-affects	SYK
CHEBI:47767	chemical-affects	PSAP
CHEBI:47780	chemical-affects	GSTP1
CHEBI:47780	chemical-affects	HTR2A
CHEBI:47780	chemical-affects	HTR2B
CHEBI:47780	chemical-affects	HTR2C
CHEBI:47780	chemical-affects	SLC6A2
CHEBI:47780	chemical-affects	SLC6A4
CHEBI:47781	chemical-affects	ADRA1A
CHEBI:47781	chemical-affects	ADRA1B
CHEBI:47781	chemical-affects	ADRA1D
CHEBI:47781	chemical-affects	ADRA2A
CHEBI:47781	chemical-affects	ADRA2B
CHEBI:47781	chemical-affects	ADRA2C
CHEBI:47781	chemical-affects	ADRB1
CHEBI:47781	chemical-affects	ADRB2
CHEBI:47781	chemical-affects	CHRM1
CHEBI:47781	chemical-affects	CHRM2
CHEBI:47781	chemical-affects	CHRM3
CHEBI:47781	chemical-affects	CHRM4
CHEBI:47781	chemical-affects	CHRM5
CHEBI:47781	chemical-affects	DRD2
CHEBI:47781	chemical-affects	HRH1
CHEBI:47781	chemical-affects	HTR1A
CHEBI:47781	chemical-affects	HTR2A
CHEBI:47781	chemical-affects	HTR2C
CHEBI:47781	chemical-affects	SLC6A2
CHEBI:47781	chemical-affects	SLC6A4
CHEBI:47781	chemical-affects	SMPD1
CHEBI:4779	chemical-affects	HRH1
CHEBI:4784	chemical-affects	ACE
CHEBI:4786	chemical-affects	ACE
CHEBI:4786	chemical-affects	BDKRB1
CHEBI:4787	chemical-affects	REN
CHEBI:4788	chemical-affects	SCN5A
CHEBI:47898	chemical-affects	CHD1
CHEBI:47898	chemical-affects	TOP2A
CHEBI:4792	chemical-affects	ATP2C1
CHEBI:4792	chemical-affects	ATP5F1D
CHEBI:4792	chemical-affects	GABRA1
CHEBI:4792	chemical-affects	GABRA2
CHEBI:4792	chemical-affects	GABRA3
CHEBI:4792	chemical-affects	GABRA4
CHEBI:4792	chemical-affects	GABRA5
CHEBI:4792	chemical-affects	GABRA6
CHEBI:4792	chemical-affects	GABRB1
CHEBI:4792	chemical-affects	GABRB2
CHEBI:4792	chemical-affects	GABRB3
CHEBI:4792	chemical-affects	GABRD
CHEBI:4792	chemical-affects	GABRE
CHEBI:4792	chemical-affects	GABRG1
CHEBI:4792	chemical-affects	GABRG2
CHEBI:4792	chemical-affects	GABRG3
CHEBI:4792	chemical-affects	GABRP
CHEBI:4792	chemical-affects	GABRQ
CHEBI:4792	chemical-affects	GLRA1
CHEBI:4792	chemical-affects	GLRB
CHEBI:4792	chemical-affects	GRIA1
CHEBI:4792	chemical-affects	KCNA1
CHEBI:4792	chemical-affects	KCNN4
CHEBI:47943	chemical-affects	DRD2
CHEBI:47943	chemical-affects	GRIA2
CHEBI:47943	chemical-affects	GRIA3
CHEBI:47943	chemical-affects	HTR2A
CHEBI:4798	chemical-affects	COMT
CHEBI:4803	chemical-affects	CHRFAM7A
CHEBI:4803	chemical-affects	CHRNA2
CHEBI:4803	chemical-affects	CHRNA3
CHEBI:4803	chemical-affects	CHRNA4
CHEBI:4803	chemical-affects	CHRNA7
CHEBI:4803	chemical-affects	CHRNB2
CHEBI:4803	chemical-affects	CHRNB4
CHEBI:4806	chemical-affects	AHR
CHEBI:4806	chemical-affects	DHFR2
CHEBI:4806	chemical-affects	DNMT1
CHEBI:48080	chemical-affects	ARF1
CHEBI:48080	chemical-affects	CYTH2
CHEBI:480999	chemical-affects	TUBB
CHEBI:48131	chemical-affects	AKR1D1
CHEBI:48131	chemical-affects	SRD5A2
CHEBI:48131	chemical-affects	TYR
CHEBI:4814	chemical-affects	AGTR1
CHEBI:48153	chemical-affects	GPI
CHEBI:48220	chemical-affects	SCN10A
CHEBI:48220	chemical-affects	SCN11A
CHEBI:48220	chemical-affects	SCN1A
CHEBI:48220	chemical-affects	SCN1B
CHEBI:48220	chemical-affects	SCN2A
CHEBI:48220	chemical-affects	SCN2B
CHEBI:48220	chemical-affects	SCN3A
CHEBI:48220	chemical-affects	SCN3B
CHEBI:48220	chemical-affects	SCN4A
CHEBI:48220	chemical-affects	SCN4B
CHEBI:48220	chemical-affects	SCN5A
CHEBI:48220	chemical-affects	SCN7A
CHEBI:48220	chemical-affects	SCN8A
CHEBI:48220	chemical-affects	SCN9A
CHEBI:4822	chemical-affects	ADRA1A
CHEBI:48273	chemical-affects	HTR1B
CHEBI:48273	chemical-affects	HTR1D
CHEBI:48273	chemical-affects	HTR1F
CHEBI:48339	chemical-affects	AR
CHEBI:48339	chemical-affects	CYP19A1
CHEBI:48339	chemical-affects	CYP21A2
CHEBI:48339	chemical-affects	KCNH2
CHEBI:48339	chemical-affects	NR1I2
CHEBI:48339	chemical-affects	NR1I3
CHEBI:48390	chemical-affects	CASR
CHEBI:48416	chemical-affects	AGTR1
CHEBI:48518	chemical-affects	PDE2A
CHEBI:48518	chemical-affects	PDE3B
CHEBI:48518	chemical-affects	PDE4D
CHEBI:48518	chemical-affects	PDE5A
CHEBI:48518	chemical-affects	PDE6G
CHEBI:48518	chemical-affects	PDE7A
CHEBI:48518	chemical-affects	PDE8A
CHEBI:48518	chemical-affects	PDE9A
CHEBI:48520	chemical-affects	HTR1A
CHEBI:48538	chemical-affects	ADRA2A
CHEBI:48538	chemical-affects	ADRA2B
CHEBI:48538	chemical-affects	ADRA2C
CHEBI:48538	chemical-affects	CALY
CHEBI:48538	chemical-affects	DRD1
CHEBI:48538	chemical-affects	DRD2
CHEBI:48538	chemical-affects	DRD3
CHEBI:48538	chemical-affects	DRD4
CHEBI:48538	chemical-affects	DRD5
CHEBI:48538	chemical-affects	HTR1A
CHEBI:48538	chemical-affects	HTR1B
CHEBI:48538	chemical-affects	HTR1D
CHEBI:48538	chemical-affects	HTR2A
CHEBI:48538	chemical-affects	HTR2B
CHEBI:48538	chemical-affects	HTR2C
CHEBI:4853	chemical-affects	AR
CHEBI:48549	chemical-affects	AKR1A1
CHEBI:48549	chemical-affects	AKR1B10
CHEBI:48549	chemical-affects	AKR1B1
CHEBI:48574	chemical-affects	PTGIS
CHEBI:48574	chemical-affects	PTGS1
CHEBI:48574	chemical-affects	PTGS2
CHEBI:4858	chemical-affects	GABRA1
CHEBI:4858	chemical-affects	GABRA2
CHEBI:4858	chemical-affects	GABRA3
CHEBI:4858	chemical-affects	GABRA4
CHEBI:4858	chemical-affects	GABRA5
CHEBI:4858	chemical-affects	GABRA6
CHEBI:4858	chemical-affects	GABRB1
CHEBI:4858	chemical-affects	GABRB2
CHEBI:4858	chemical-affects	GABRB3
CHEBI:4858	chemical-affects	GABRD
CHEBI:4858	chemical-affects	GABRE
CHEBI:4858	chemical-affects	GABRG1
CHEBI:4858	chemical-affects	GABRG2
CHEBI:4858	chemical-affects	GABRG3
CHEBI:4858	chemical-affects	GABRP
CHEBI:4858	chemical-affects	GABRQ
CHEBI:4858	chemical-affects	GABRR1
CHEBI:4858	chemical-affects	GABRR2
CHEBI:4858	chemical-affects	GABRR3
CHEBI:48635	chemical-affects	METAP2
CHEBI:48669	chemical-affects	PLG
CHEBI:4868	chemical-affects	ESR1
CHEBI:4868	chemical-affects	ESR2
CHEBI:4868	chemical-affects	MAP1A
CHEBI:4868	chemical-affects	MAP2
CHEBI:48723	chemical-affects	CHRNA10
CHEBI:48723	chemical-affects	CHRNA7
CHEBI:48723	chemical-affects	CHRNA9
CHEBI:48765	chemical-affects	AKR1B1
CHEBI:48765	chemical-affects	GNAT1
CHEBI:48765	chemical-affects	NOS3
CHEBI:4876	chemical-affects	ATP1A1
CHEBI:4876	chemical-affects	GSTP1
CHEBI:4876	chemical-affects	LEF1
CHEBI:4876	chemical-affects	SLC12A1
CHEBI:4882	chemical-affects	GABRA1
CHEBI:4882	chemical-affects	GABRA2
CHEBI:4882	chemical-affects	GABRA3
CHEBI:4882	chemical-affects	GABRA4
CHEBI:4882	chemical-affects	GABRA5
CHEBI:4882	chemical-affects	GABRA6
CHEBI:4882	chemical-affects	GABRB1
CHEBI:4882	chemical-affects	GABRB2
CHEBI:4882	chemical-affects	GABRB3
CHEBI:4882	chemical-affects	GABRD
CHEBI:4882	chemical-affects	GABRE
CHEBI:4882	chemical-affects	GABRG1
CHEBI:4882	chemical-affects	GABRG2
CHEBI:4882	chemical-affects	GABRG3
CHEBI:4882	chemical-affects	GABRP
CHEBI:4882	chemical-affects	GABRQ
CHEBI:48844	chemical-affects	ABCB1
CHEBI:4884	chemical-affects	CA1
CHEBI:4884	chemical-affects	CA2
CHEBI:4887	chemical-affects	CACNA1G
CHEBI:4888	chemical-affects	NR1I2
CHEBI:4888	chemical-affects	SCN5A
CHEBI:48926	chemical-affects	ADH5
CHEBI:48928	chemical-affects	GPI
CHEBI:48928	chemical-affects	PGD
CHEBI:49026	chemical-affects	AZGP1
CHEBI:49026	chemical-affects	CES1
CHEBI:49026	chemical-affects	MBL2
CHEBI:49026	chemical-affects	REG1A
CHEBI:49026	chemical-affects	SELE
CHEBI:49026	chemical-affects	SELP
CHEBI:49026	chemical-affects	SIGLEC1
CHEBI:4902	chemical-affects	OPRM1
CHEBI:49033	chemical-affects	APP
CHEBI:4903	chemical-affects	ESR1
CHEBI:4903	chemical-affects	NR1I2
CHEBI:4903	chemical-affects	SHBG
CHEBI:49040	chemical-affects	ANPEP
CHEBI:49040	chemical-affects	NPC1L1
CHEBI:49040	chemical-affects	SOAT1
CHEBI:4907	chemical-affects	ATP6V1A
CHEBI:4907	chemical-affects	PTPRS
CHEBI:490877	chemical-affects	PNP
CHEBI:49093	chemical-affects	ALDOA
CHEBI:49093	chemical-affects	ALDOB
CHEBI:4909	chemical-affects	PTGS1
CHEBI:4909	chemical-affects	PTGS2
CHEBI:4909	chemical-affects	RXRA
CHEBI:4910	chemical-affects	ADRA2B
CHEBI:4910	chemical-affects	GABRA1
CHEBI:4910	chemical-affects	GABRA2
CHEBI:4910	chemical-affects	GABRA3
CHEBI:4910	chemical-affects	GABRA4
CHEBI:4910	chemical-affects	GABRA5
CHEBI:4910	chemical-affects	GABRA6
CHEBI:4910	chemical-affects	GABRB1
CHEBI:4910	chemical-affects	GABRB2
CHEBI:4910	chemical-affects	GABRB3
CHEBI:4910	chemical-affects	GABRD
CHEBI:4910	chemical-affects	GABRE
CHEBI:4910	chemical-affects	GABRG1
CHEBI:4910	chemical-affects	GABRG2
CHEBI:4910	chemical-affects	GABRG3
CHEBI:4910	chemical-affects	GABRP
CHEBI:4910	chemical-affects	GABRQ
CHEBI:4911	chemical-affects	TOP2A
CHEBI:4911	chemical-affects	TOP2B
CHEBI:4912	chemical-affects	OPRD1
CHEBI:4912	chemical-affects	OPRK1
CHEBI:4912	chemical-affects	OPRL1
CHEBI:4912	chemical-affects	OPRM1
CHEBI:4912	chemical-affects	POMC
CHEBI:4912	chemical-affects	TRIM13
CHEBI:49132	chemical-affects	LCT
CHEBI:4913	chemical-affects	RARA
CHEBI:4913	chemical-affects	RARB
CHEBI:4913	chemical-affects	RARG
CHEBI:4913	chemical-affects	RXRA
CHEBI:4913	chemical-affects	RXRB
CHEBI:4913	chemical-affects	RXRG
CHEBI:4917	chemical-affects	AR
CHEBI:4917	chemical-affects	ESR1
CHEBI:4917	chemical-affects	ESR2
CHEBI:4917	chemical-affects	TRPV3
CHEBI:49203	chemical-affects	CETP
CHEBI:49339	chemical-affects	F2
CHEBI:49375	chemical-affects	ABL1
CHEBI:49375	chemical-affects	ABL2
CHEBI:49375	chemical-affects	BCR
CHEBI:49375	chemical-affects	BTK
CHEBI:49375	chemical-affects	CSK
CHEBI:49375	chemical-affects	EPHA2
CHEBI:49375	chemical-affects	EPHA5
CHEBI:49375	chemical-affects	EPHB4
CHEBI:49375	chemical-affects	FGR
CHEBI:49375	chemical-affects	FRK
CHEBI:49375	chemical-affects	FYN
CHEBI:49375	chemical-affects	HSPA8
CHEBI:49375	chemical-affects	KIT
CHEBI:49375	chemical-affects	LCK
CHEBI:49375	chemical-affects	LYN
CHEBI:49375	chemical-affects	MAP3K20
CHEBI:49375	chemical-affects	MAPK14
CHEBI:49375	chemical-affects	NR4A3
CHEBI:49375	chemical-affects	PDGFRB
CHEBI:49375	chemical-affects	PPAT
CHEBI:49375	chemical-affects	SRC
CHEBI:49375	chemical-affects	STAT5B
CHEBI:49375	chemical-affects	YES1
CHEBI:49477	chemical-affects	LYZ
CHEBI:49484	chemical-affects	CA2
CHEBI:49519	chemical-affects	PAEP
CHEBI:4953	chemical-affects	CYP19A1
CHEBI:49553	chemical-affects	CSTB
CHEBI:49553	chemical-affects	PROC
CHEBI:49575	chemical-affects	GABRA1
CHEBI:49575	chemical-affects	GABRA2
CHEBI:49575	chemical-affects	GABRA3
CHEBI:49575	chemical-affects	GABRA4
CHEBI:49575	chemical-affects	GABRA5
CHEBI:49575	chemical-affects	GABRA6
CHEBI:49575	chemical-affects	GABRB1
CHEBI:49575	chemical-affects	GABRB2
CHEBI:49575	chemical-affects	GABRB3
CHEBI:49575	chemical-affects	GABRD
CHEBI:49575	chemical-affects	GABRE
CHEBI:49575	chemical-affects	GABRG1
CHEBI:49575	chemical-affects	GABRG2
CHEBI:49575	chemical-affects	GABRG3
CHEBI:49575	chemical-affects	GABRP
CHEBI:49575	chemical-affects	GABRQ
CHEBI:49575	chemical-affects	GABRR1
CHEBI:49575	chemical-affects	GABRR2
CHEBI:49575	chemical-affects	GABRR3
CHEBI:49575	chemical-affects	TSPO
CHEBI:49585	chemical-affects	PARP3
CHEBI:49603	chemical-affects	EGFR
CHEBI:49603	chemical-affects	ERBB2
CHEBI:49627	chemical-affects	MAPK14
CHEBI:49644	chemical-affects	CA2
CHEBI:49659	chemical-affects	SULT2A1
CHEBI:49662	chemical-affects	AKR1C3
CHEBI:49662	chemical-affects	GLO1
CHEBI:49662	chemical-affects	PLA2G2A
CHEBI:49662	chemical-affects	PPARA
CHEBI:49662	chemical-affects	PPARG
CHEBI:49662	chemical-affects	PTGDR2
CHEBI:49662	chemical-affects	PTGR2
CHEBI:49662	chemical-affects	PTGS1
CHEBI:49662	chemical-affects	PTGS2
CHEBI:49668	chemical-affects	EGFR
CHEBI:49703	chemical-affects	ACTA1
CHEBI:49703	chemical-affects	MRTFA
CHEBI:49703	chemical-affects	SPIRE2
CHEBI:49713	chemical-affects	GRIA3
CHEBI:49713	chemical-affects	GSK3B
CHEBI:49713	chemical-affects	IMPA1
CHEBI:49713	chemical-affects	IMPA2
CHEBI:4975	chemical-affects	HRH2
CHEBI:49809	chemical-affects	SCGB1A1
CHEBI:49823	chemical-affects	CLC
CHEBI:49823	chemical-affects	ESR2
CHEBI:49840	chemical-affects	CDK2
CHEBI:49840	chemical-affects	CDK4
CHEBI:49840	chemical-affects	MAPK1
CHEBI:49840	chemical-affects	MAPK3
CHEBI:49840	chemical-affects	P2RY14
CHEBI:49840	chemical-affects	SRPK2
CHEBI:499361	chemical-affects	TACR1
CHEBI:4995	chemical-affects	GRIN2A
CHEBI:4995	chemical-affects	GRIN2B
CHEBI:4995	chemical-affects	GRIN3A
CHEBI:49960	chemical-affects	EGFR
CHEBI:49960	chemical-affects	PTK6
CHEBI:49960	chemical-affects	RET
CHEBI:49960	chemical-affects	TEK
CHEBI:49960	chemical-affects	VEGFA
CHEBI:49976	chemical-affects	A1BG
CHEBI:49976	chemical-affects	A2M
CHEBI:49976	chemical-affects	AGT
CHEBI:49976	chemical-affects	AHSG
CHEBI:49976	chemical-affects	ALDOA
CHEBI:49976	chemical-affects	APCS
CHEBI:49976	chemical-affects	APLP1
CHEBI:49976	chemical-affects	APLP2
CHEBI:49976	chemical-affects	APOA1
CHEBI:49976	chemical-affects	APOA2
CHEBI:49976	chemical-affects	APOA4
CHEBI:49976	chemical-affects	APOBR
CHEBI:49976	chemical-affects	APOE
CHEBI:49976	chemical-affects	APOL1
CHEBI:49976	chemical-affects	APP
CHEBI:49976	chemical-affects	ASPA
CHEBI:49976	chemical-affects	BDKRB1
CHEBI:49976	chemical-affects	BRCC3
CHEBI:49976	chemical-affects	C1QB
CHEBI:49976	chemical-affects	C1QC
CHEBI:49976	chemical-affects	C1R
CHEBI:49976	chemical-affects	C1S
CHEBI:49976	chemical-affects	C3
CHEBI:49976	chemical-affects	C4BPA
CHEBI:49976	chemical-affects	C4BPB
CHEBI:49976	chemical-affects	C4B_2
CHEBI:49976	chemical-affects	C4B
CHEBI:49976	chemical-affects	C5
CHEBI:49976	chemical-affects	C8A
CHEBI:49976	chemical-affects	C8B
CHEBI:49976	chemical-affects	C8G
CHEBI:49976	chemical-affects	CCS
CHEBI:49976	chemical-affects	CFB
CHEBI:49976	chemical-affects	CFH
CHEBI:49976	chemical-affects	CFI
CHEBI:49976	chemical-affects	CLU
CHEBI:49976	chemical-affects	CPN1
CHEBI:49976	chemical-affects	CPN2
CHEBI:49976	chemical-affects	CP
CHEBI:49976	chemical-affects	DAND5
CHEBI:49976	chemical-affects	DCD
CHEBI:49976	chemical-affects	DSP
CHEBI:49976	chemical-affects	EEF1A1
CHEBI:49976	chemical-affects	ENO1
CHEBI:49976	chemical-affects	ESR1
CHEBI:49976	chemical-affects	F12
CHEBI:49976	chemical-affects	F13B
CHEBI:49976	chemical-affects	F2
CHEBI:49976	chemical-affects	FCN3
CHEBI:49976	chemical-affects	FGA
CHEBI:49976	chemical-affects	FN1
CHEBI:49976	chemical-affects	GAPDHS
CHEBI:49976	chemical-affects	GLRA1
CHEBI:49976	chemical-affects	GSN
CHEBI:49976	chemical-affects	HBA1
CHEBI:49976	chemical-affects	HBA2
CHEBI:49976	chemical-affects	HBB
CHEBI:49976	chemical-affects	HDAC1
CHEBI:49976	chemical-affects	HDAC4
CHEBI:49976	chemical-affects	HDAC8
CHEBI:49976	chemical-affects	HPR
CHEBI:49976	chemical-affects	HRNR
CHEBI:49976	chemical-affects	IGFALS
CHEBI:49976	chemical-affects	IGHA1
CHEBI:49976	chemical-affects	IGHM
CHEBI:49976	chemical-affects	IGKV1-17
CHEBI:49976	chemical-affects	IGKV3-20
CHEBI:49976	chemical-affects	IGLV3-21
CHEBI:49976	chemical-affects	IL3
CHEBI:49976	chemical-affects	INS
CHEBI:49976	chemical-affects	ITIH1
CHEBI:49976	chemical-affects	ITIH2
